"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/invoices","Dealer","GET","/payments/api/payment/dealers/57cf1f72-d80c-4621-a172-6fe25f5e8092/invoices","200","200","True","[{""invoiceId"":""bb4b29dd-2a55-44bb-94a2-592a1f9398bc"",""invoiceNumber"":""INV-2026-EE0A74CA"",""orderId"":""76584e60-679f-47a0-94ac-c508b75aa750"",""dealerId"":""57cf1f72-d80c-4621-a172-6fe25f"
"ApiCheck","/invoices","Warehouse","GET","/payments/api/payment/dealers/57cf1f72-d80c-4621-a172-6fe25f5e8092/invoices","403","403","True",""
"ApiCheck","/invoices","Logistics","GET","/payments/api/payment/dealers/57cf1f72-d80c-4621-a172-6fe25f5e8092/invoices","403","403","True",""
"ApiCheck","/invoices","Agent","GET","/payments/api/payment/dealers/57cf1f72-d80c-4621-a172-6fe25f5e8092/invoices","403","403","True",""
"ApiCheck","/notifications","Admin","GET","/notifications/api/notifications","200","200","True","[{""notificationId"":""cf0c0f59-097f-4e99-9ca4-d00f96835b33"",""recipientUserId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""title"":""Page Matrix Notice 20260329160951"",""body"":""Page level va"
"ApiCheck","/notifications","Dealer","GET","/notifications/api/notifications/my","200","200,404","True","[{""notificationId"":""cf0c0f59-097f-4e99-9ca4-d00f96835b33"",""recipientUserId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""title"":""Page Matrix Notice 20260329160951"",""body"":""Page level va"
"ApiCheck","/notifications","Warehouse","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Logistics","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Agent","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/admin/dealers","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260329160951@supplychain.local"",""businessName"":""Page Dealer 20260329"
"ApiCheck","/admin/dealers","Dealer","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Warehouse","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Logistics","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Agent","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/checkout","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""7c554735-89b9-4058-ad22-25ec1caaffec"",""orderNumber"":""ORD-2026-1AA80524"",""dealerId"":""57cf1f72-d80c-4621-a172-6fe25f5e8092"",""status"":2,""creditHoldStatus"":2,""paymentMode"":"
"ApiCheck","/checkout","Admin","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Warehouse","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Logistics","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Agent","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/profile","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"ApiCheck","/profile","Dealer","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"RouteConfig","/cart guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/checkout guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/new guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/:id/edit guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/admin/dealers guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
