"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/products/new","Warehouse","POST","/catalog/api/products?rolecheck=warehouse","403","403","True",""
"ApiCheck","/products/new","Logistics","POST","/catalog/api/products?rolecheck=logistics","403","403","True",""
"ApiCheck","/products/new","Agent","POST","/catalog/api/products?rolecheck=agent","403","403","True",""
"ApiCheck","/products/new","Admin","POST","/catalog/api/products?rolecheck=admin","201","201,500","True","{""productId"":""92359214-0bd2-4ab5-9f5e-5fc691a5a61f"",""sku"":""PAGE-20260329164655"",""name"":""Page Product 20260329164655"",""description"":""Page check"",""categoryId"":""82fccf19-8e4a-4489-832"
"ApiCheck","/orders","Dealer","GET","/orders/api/orders/my?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""orderNumber"":""ORD-2026-1F186402"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Admin","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""orderNumber"":""ORD-2026-1F186402"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""orderNumber"":""ORD-2026-1F186402"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Logistics","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""orderNumber"":""ORD-2026-1F186402"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""status"":2,""totalAmount"":209.99,""pla"
"ApiCheck","/orders","Agent","GET","/orders/api/admin/orders?page=1&pageSize=20","403","403","True",""
"ApiCheck","/shipments","Dealer","GET","/logistics/api/logistics/shipments/my","200","200","True","[{""shipmentId"":""c070a50b-0e86-471c-b711-cb53c9628c8c"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Admin","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c070a50b-0e86-471c-b711-cb53c9628c8c"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Warehouse","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c070a50b-0e86-471c-b711-cb53c9628c8c"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c070a50b-0e86-471c-b711-cb53c9628c8c"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c070a50b-0e86-471c-b711-cb53c9628c8c"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/invoices","Admin","GET","/payments/api/payment/dealers/0df5ca04-d545-443e-87ec-be48ef47c51a/invoices","200","200","True","[{""invoiceId"":""b9881824-ccb8-475f-acd6-b51d1e5ffc3e"",""invoiceNumber"":""INV-2026-4881B5A1"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef"
"ApiCheck","/invoices","Dealer","GET","/payments/api/payment/dealers/0df5ca04-d545-443e-87ec-be48ef47c51a/invoices","200","200","True","[{""invoiceId"":""b9881824-ccb8-475f-acd6-b51d1e5ffc3e"",""invoiceNumber"":""INV-2026-4881B5A1"",""orderId"":""cde21d1e-30a5-44a0-8b4c-8b202a80fc08"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef"
"ApiCheck","/invoices","Warehouse","GET","/payments/api/payment/dealers/0df5ca04-d545-443e-87ec-be48ef47c51a/invoices","403","403","True",""
"ApiCheck","/invoices","Logistics","GET","/payments/api/payment/dealers/0df5ca04-d545-443e-87ec-be48ef47c51a/invoices","403","403","True",""
"ApiCheck","/invoices","Agent","GET","/payments/api/payment/dealers/0df5ca04-d545-443e-87ec-be48ef47c51a/invoices","403","403","True",""
"ApiCheck","/notifications","Admin","GET","/notifications/api/notifications","200","200","True","[{""notificationId"":""166bed0a-0b12-46cf-ac5c-9290afc5ee1d"",""recipientUserId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""title"":""Page Matrix Notice 20260329164655"",""body"":""Page level va"
"ApiCheck","/notifications","Dealer","GET","/notifications/api/notifications/my","200","200,404","True","[{""notificationId"":""166bed0a-0b12-46cf-ac5c-9290afc5ee1d"",""recipientUserId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""title"":""Page Matrix Notice 20260329164655"",""body"":""Page level va"
"ApiCheck","/notifications","Warehouse","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Logistics","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Agent","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/admin/dealers","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260329164655@supplychain.local"",""businessName"":""Page Dealer 20260329"
"ApiCheck","/admin/dealers","Dealer","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Warehouse","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Logistics","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Agent","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/checkout","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""14da689d-55e0-4ab0-a12d-2e9613465146"",""orderNumber"":""ORD-2026-62531765"",""dealerId"":""0df5ca04-d545-443e-87ec-be48ef47c51a"",""status"":2,""creditHoldStatus"":2,""paymentMode"":"
"ApiCheck","/checkout","Admin","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Warehouse","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Logistics","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Agent","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/profile","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"ApiCheck","/profile","Dealer","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"RouteConfig","/cart guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/checkout guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/new guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/:id/edit guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/admin/dealers guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
