"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/shipments","Admin","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Warehouse","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Logistics","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/shipments","Agent","GET","/logistics/api/logistics/shipments","200","200","True","[{""shipmentId"":""c54ce07b-9921-473f-b946-de0663c28641"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""shipmentNumber"":""SHP-2026-"
"ApiCheck","/invoices","Admin","GET","/payments/api/payment/dealers/52b14910-da39-40e5-86b2-a9d2a2ddc35b/invoices","200","200","True","[{""invoiceId"":""9caa01e2-8a36-4f91-a95c-897038483580"",""invoiceNumber"":""INV-2026-1D74A22C"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2"
"ApiCheck","/invoices","Dealer","GET","/payments/api/payment/dealers/52b14910-da39-40e5-86b2-a9d2a2ddc35b/invoices","200","200","True","[{""invoiceId"":""9caa01e2-8a36-4f91-a95c-897038483580"",""invoiceNumber"":""INV-2026-1D74A22C"",""orderId"":""c24d87db-a593-4948-9aa1-ce677ec71034"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2"
"ApiCheck","/invoices","Warehouse","GET","/payments/api/payment/dealers/52b14910-da39-40e5-86b2-a9d2a2ddc35b/invoices","403","403","True",""
"ApiCheck","/invoices","Logistics","GET","/payments/api/payment/dealers/52b14910-da39-40e5-86b2-a9d2a2ddc35b/invoices","403","403","True",""
"ApiCheck","/invoices","Agent","GET","/payments/api/payment/dealers/52b14910-da39-40e5-86b2-a9d2a2ddc35b/invoices","403","403","True",""
"ApiCheck","/notifications","Admin","GET","/notifications/api/notifications","200","200","True","[{""notificationId"":""cc07b991-00e5-41dc-954e-f3d45c3d207f"",""recipientUserId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""title"":""Page Matrix Notice 20260329165320"",""body"":""Page level va"
"ApiCheck","/notifications","Dealer","GET","/notifications/api/notifications/my","200","200,404","True","[{""notificationId"":""cc07b991-00e5-41dc-954e-f3d45c3d207f"",""recipientUserId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""title"":""Page Matrix Notice 20260329165320"",""body"":""Page level va"
"ApiCheck","/notifications","Warehouse","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Logistics","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/notifications","Agent","GET","/notifications/api/notifications/my","200","200,404","True","[]"
"ApiCheck","/admin/dealers","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""fullName"":""Page Matrix Dealer"",""email"":""deal.page.20260329165320@supplychain.local"",""businessName"":""Page Dealer 20260329"
"ApiCheck","/admin/dealers","Dealer","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Warehouse","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Logistics","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/admin/dealers","Agent","GET","/identity/api/admin/dealers?page=1&pageSize=17&search=forbidden-check","403","403","True",""
"ApiCheck","/checkout","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""a400643f-81de-42d3-8107-3345a93b36cf"",""orderNumber"":""ORD-2026-2C182D0D"",""dealerId"":""52b14910-da39-40e5-86b2-a9d2a2ddc35b"",""status"":2,""creditHoldStatus"":2,""paymentMode"":"
"ApiCheck","/checkout","Admin","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Warehouse","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Logistics","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Agent","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/profile","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"ApiCheck","/profile","Dealer","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"RouteConfig","/cart guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/checkout guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/new guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/:id/edit guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/admin/dealers guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
