"Type","Page","Role","Method","Path","Status","Expected","Pass","Notes"
"ApiCheck","/checkout","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""c02aaa28-28ce-4221-b679-30090c052062"",""orderNumber"":""ORD-2026-BA475408"",""dealerId"":""807ebca9-3354-4534-9c7c-f9c26b963ff5"",""status"":2,""creditHoldStatus"":2,""paymentMode"":"
"ApiCheck","/checkout","Admin","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Warehouse","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Logistics","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/checkout","Agent","POST","/orders/api/orders","403","403","True",""
"ApiCheck","/profile","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"ApiCheck","/profile","Dealer","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusin"
"RouteConfig","/cart guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/checkout guarded Dealer","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/new guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/products/:id/edit guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
"RouteConfig","/admin/dealers guarded Admin","N/A","N/A","N/A","1","1","True","Pattern found"
